Lot,Account From,Account To,Agreement,Entry Type,Entry Date,Roads,Parks,Stormwater,Open Space,Non-Sewer,Sewer Trans.,Sewer Cap.,Sewer,,,,,
"4421 Banyan Park Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4421 Logans Fort Lane Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4421 Rivard Lane Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4421 Walnut Creek Drive Lexington, KY",Beazer Homes,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4423 Banyan Park Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4424 Banyan Park Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4424 Logans Fort Lane Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4424 Turtle Creek Way Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4424 Walnut Creek Drive Lexington, KY",Beazer Homes,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4425 Holmes Way Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4425 Levi Todd Boulevard Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4425 Logans Fort Lane Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4425 Walnut Creek Drive Lexington, KY",Beazer Homes,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4428 Banyan Park Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4428 Logans Fort Lane Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4428 Stuart Hall Boulevard Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4428 Turtle Creek Way Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4428 Walnut Creek Drive Lexington, KY",Beazer Homes,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4429 Banyan Park Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4429 Holmes Way Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4429 Walnut Creek Drive Lexington, KY",Beazer Homes,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4432 Banyan Park Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4432 Logans Fort Lane Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4432 Stuart Hall Boulevard Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4432 Turtle Creek Way Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4432 Walnut Creek Drive Lexington, KY",Beazer Homes,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4433 Holmes Way Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4433 Stuart Hall Boulevard Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4433 Turtle Creek Way Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4433 Walnut Creek Drive Lexington, KY",Beazer Homes,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4436 Holmes Way Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4436 Logans Fort Lane Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4436 Rivard Lane Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4436 Stuart Hall Boulevard Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4436 Turtle Creek Way Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4436 Walnut Creek Drive Lexington, KY",Beazer Homes,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4437 Banyan Park Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4437 Holmes Way Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4437 Logans Fort Lane Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4437 Marcus Trail Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4437 Rivard Lane Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4437 Stuart Hall Boulevard Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4437 Turtle Creek Way Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4437 Walnut Creek Drive Lexington, KY",Beazer Homes,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"444 Larkhill Cove Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"444 Welsh Park Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"444 Weston Park Lexington, KY","Delong Estates Development, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4440 Banyan Park Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4440 Logans Fort Lane Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4440 Rivard Lane Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4440 Turtle Creek Way Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4440 Walnut Creek Drive Lexington, KY",Beazer Homes,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4441 Banyan Park Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4441 Holmes Way Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4441 Rivard Lane Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4441 Walnut Creek Drive Lexington, KY",Beazer Homes,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4444 Banyan Park Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4444 Holmes Way Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4444 Logans Fort Lane Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4444 Stuart Hall Boulevard Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4444 Turtle Creek Way Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4444 Walnut Creek Drive Lexington, KY",Beazer Homes,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4445 Banyan Park Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4445 Holmes Way Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4445 Rivard Lane Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4445 Walnut Creek Drive Lexington, KY",Beazer Homes,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4448 Banyan Park Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4448 Logans Fort Lane Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4448 Stuart Hall Boulevard Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4448 Turtle Creek Way Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4448 Walnut Creek Drive Lexington, KY",Beazer Homes,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4449 Banyan Park Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4449 Holmes Way Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4449 Logans Fort Lane Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4449 Rivard Lane Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4449 Turtle Creek Way Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"445 Lanarkshire Place Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"445 Larkhill Cove Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"445 Weston Park Lexington, KY","Delong Estates Development, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4452 Banyan Park Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4452 Logans Fort Lane Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4452 Stuart Hall Boulevard Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4452 Turtle Creek Way Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4452 Walnut Creek Drive Lexington, KY",Beazer Homes,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4453 Holmes Way Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4453 Rivard Lane Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4453 Walnut Creek Drive Lexington, KY",Beazer Homes,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4456 Logans Fort Lane Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4456 Rivard Lane Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4456 Stuart Hall Boulevard Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4456 Turtle Creek Way Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4456 Walnut Creek Drive Lexington, KY",Beazer Homes,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4457 Holmes Way Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4457 Logans Fort Lane Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4457 Rivard Lane Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4457 Turtle Creek Way Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4460 Logans Fort Lane Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4460 Stuart Hall Boulevard Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4460 Turtle Creek Way Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4460 Walnut Creek Drive Lexington, KY",Beazer Homes,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4461 Holmes Way Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4461 Stuart Hall Boulevard Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4464 Logans Fort Lane Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4464 Turtle Creek Way Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4464 Walnut Creek Drive Lexington, KY",Beazer Homes,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4465 Logans Fort Lane Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4465 Stuart Hall Boulevard Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4465 Turtle Creek Way Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4468 Logans Fort Lane Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4468 Turtle Creek Way Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4468 Walnut Creek Drive Lexington, KY",Beazer Homes,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4469 Turtle Creek Way Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4472 Logans Fort Lane Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4472 Turtle Creek Way Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4473 Turtle Creek Way Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4476 Logans Fort Lane Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4477 Turtle Creek Way Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4477 Willman Way Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"448 Larkhill Cove Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"448 Welsh Park Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"448 Weston Park Lexington, KY","Delong Estates Development, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4480 Logans Fort Lane Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4481 Logans Fort Lane Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4481 Turtle Creek Way Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4481 Willman Way Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4484 Logans Fort Lane Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4485 Logans Fort Lane Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4485 Willman Way Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4488 Logans Fort Lane Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4489 Logans Fort Lane Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4489 Turtle Creek Way Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4489 Willman Way Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"449 Lanarkshire Place Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"449 Larkhill Cove Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4492 Logans Fort Lane Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4493 Logans Fort Lane Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4493 Turtle Creek Way Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4493 Willman Way Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4496 Logans Fort Lane Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4497 Logans Fort Lane Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4500 Bower Lane Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4500 Larkhill Lane Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4500 Logans Fort Lane Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4500 Parsons Lane Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4500 Pebble Brook Circle Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4500 Walnut Creek Drive Lexington, KY",Beazer Homes,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4501 Parsons Lane Lexington, KY",Unknown,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4501 Pebble Brook Circle Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4501 Turtle Creek Way Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4501 Verbena Park Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4501 Walnut Creek Drive Lexington, KY",Beazer Homes,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4501 Willman Way Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4504 Bower Lane Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4504 Larkhill Lane Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4504 Logans Fort Lane Lexington, KY","Richardson Development Company, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4504 Pebble Brook Circle Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4504 Turtle Creek Way Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4504 Walnut Creek Drive Lexington, KY",Beazer Homes,Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
"4505 Arum Park Lexington, KY","Ball Homes, LLC",Lexington Fayette Urban County Government (LFUCG),,Use Credits,1970-01-01,0,0,0,0,0,0,0,0,,,,,
